tconst,title,year,runtime,genre,director,rating,num_votes,img_url
tt2427892,Tom at the Farm,2013,102,"Drama,Mystery,Thriller",NA,7.0,14146,NA
tt2428170,Creep,2014,77,"Horror,Thriller",NA,6.3,32368,NA
tt2429074,G.B.F.,2013,92,"Comedy,Drama,Romance",NA,6.0,10152,NA
tt2429144,Chambaili,2013,133,"Crime,Drama,Thriller",NA,7.7,1088,NA
tt2429292,Shed No Tears,2013,109,"Drama,Music,Romance",NA,7.1,4473,NA
tt2429640,Murder 3,2013,124,"Drama,Mystery,Thriller",NA,4.9,2170,NA
tt2430044,Joséphine,2013,88,"Comedy,Romance",NA,5.8,1231,NA
tt2431286,Philomena,2013,98,"Biography,Comedy,Drama",NA,7.6,89469,NA
tt2433040,Beyond the Mask,2015,103,"Action,Adventure,Drama",NA,5.0,2624,NA
tt2433190,Sexual Tension: Volatile,2012,85,Drama,NA,6.2,1114,NA
tt2436046,Antboy,2013,77,"Adventure,Comedy,Family",NA,5.2,1739,NA
tt2436386,Project Almanac,2015,106,"Drama,Mystery,Sci-Fi",NA,6.4,72111,NA
tt2436516,Go Goa Gone,2013,108,"Action,Adventure,Comedy",NA,6.6,10513,NA
tt2436682,The Duel,2016,110,"Drama,Western",NA,5.8,8680,NA
tt2437548,Goodbye to All That,2014,87,"Comedy,Drama,Romance",NA,5.2,2153,NA
tt2437954,Singh Saab the Great,2013,134,"Action,Drama",NA,5.7,2026,NA
tt2438644,Department Q: The Keeper of Lost Causes,2013,96,"Crime,Mystery,Thriller",NA,7.2,21764,NA
tt2439946,40 Days and Nights,2012,86,"Action,Adventure,Sci-Fi",NA,2.4,1874,NA
tt2440036,Hiss Dokhtarha Faryad Nemizanand,2013,106,Drama,NA,7.0,3444,NA
tt2440354,Naayak,2013,153,Action,NA,5.5,2605,NA
tt2441982,The Visitors: Bastille Day,2016,110,"Comedy,Fantasy",NA,4.5,3050,NA
tt2442080,Chuck Norris vs. Communism,2015,78,"Comedy,Documentary,History",NA,7.5,1816,NA
tt2443822,The Boy,2015,105,"Drama,Horror,Thriller",NA,5.4,4303,NA
tt2444946,Girl Rising,2013,101,"Documentary,Drama",NA,7.1,1126,NA
tt2445568,Outlawed,2018,102,Action,NA,6.1,1404,NA
tt2446042,Taken 3,2014,108,"Action,Thriller",NA,6.0,167115,NA
tt2446192,Bronies: The Extremely Unexpected Adult Fans of My Little Pony,2012,90,Documentary,NA,5.7,1489,NA
tt2446502,Zombie Hunter,2013,93,"Action,Comedy,Horror",NA,3.5,2395,NA
tt2446600,Next Goal Wins,2014,97,"Documentary,Sport",NA,7.9,2081,NA
tt2446786,Systemfehler - Wenn Inge tanzt,2013,98,"Comedy,Music",NA,6.3,1148,NA
tt2446980,Joy,2015,124,Drama,NA,6.6,119386,NA
tt2447934,"White as Milk, Red as Blood",2013,102,"Comedy,Drama",NA,6.1,1302,NA
tt2449638,Atomica,2017,81,"Sci-Fi,Thriller",NA,4.1,1860,NA
tt2449810,Sanitarium,2013,108,"Horror,Mystery,Thriller",NA,4.6,1574,NA
tt2450186,V/H/S/2,2013,96,"Horror,Thriller",NA,6.0,33762,NA
tt2450440,The Last of Robin Hood,2013,94,"Biography,Drama,Romance",NA,5.7,1887,NA
tt2452042,The Peanuts Movie,2015,88,"Adventure,Animation,Comedy",NA,7.1,39579,NA
tt2452200,Son of a Gun,2014,108,"Action,Crime,Drama",NA,6.5,24519,NA
tt2452244,Isn't It Romantic,2019,89,"Comedy,Fantasy,Romance",NA,5.9,47516,NA
tt2452254,Clouds of Sils Maria,2014,124,Drama,NA,6.7,25091,NA
tt2452386,The Fundamentals of Caring,2016,97,"Comedy,Drama",NA,7.3,50003,NA
tt2452470,The Reckoning,2014,86,"Crime,Mystery,Thriller",NA,5.3,1203,NA
tt2456536,Ya tozhe khochu,2012,83,Drama,NA,6.4,1388,NA
tt2457282,Puella Magi Madoka Magica the Movie Part III: Rebellion,2013,116,"Animation,Drama,Fantasy",NA,7.7,2463,NA
tt2458106,Ninja: Shadow of a Tear,2013,95,"Action,Crime,Thriller",NA,6.2,10524,NA
tt2458314,The Last Tycoon,2012,107,"Action,Adventure,Crime",NA,6.6,1812,NA
tt2458776,Bears,2014,78,"Documentary,Family",NA,7.4,5989,NA
tt2459022,Lost in Thailand,2012,105,"Adventure,Comedy,Drama",NA,6.3,2665,NA
tt2459156,Copenhagen,2014,98,"Adventure,Drama,Romance",NA,7.1,11528,NA
tt2460426,"Park Avenue: Money, Power and the American Dream",2012,70,Documentary,NA,7.4,1120,NA
tt2460488,Switch,2013,120,"Action,Adventure,Crime",NA,2.2,1665,NA
tt2461034,GMO OMG,2013,90,Documentary,NA,6.5,1353,NA
tt2461132,Happy New Year,2014,180,"Action,Comedy,Music",NA,5.1,31900,NA
tt2461150,Masterminds,2016,95,"Comedy,Crime",NA,5.8,46023,NA
tt2461340,Till We Meet Again,2016,105,"Adventure,Drama",NA,6.7,2278,NA
tt2461520,Man Down,2015,90,"Drama,Thriller",NA,5.9,8388,NA
tt2463154,Posthumous,2014,94,"Comedy,Drama,Romance",NA,5.7,1507,NA
tt2463288,Walk of Shame,2014,95,Comedy,NA,6.0,48553,NA
tt2463512,Hateship Loveship,2013,104,"Drama,Romance",NA,6.1,6145,NA
tt2464018,My Mom Is a Character,2013,84,Comedy,NA,6.8,3271,NA
tt2464690,The Rack Pack,2016,87,"Comedy,Drama,Sport",NA,7.1,1079,NA
tt2465140,The Single Moms Club,2014,111,"Comedy,Drama",NA,5.3,5441,NA
tt2465146,And So It Goes,2014,94,"Comedy,Drama,Romance",NA,5.8,11738,NA
tt2465578,Human Capital,2013,111,Drama,NA,7.3,10596,NA
tt2466684,Heavenly Shift,2013,100,"Comedy,Drama",NA,7.5,2140,NA
tt2466830,The Short Game,2013,99,"Documentary,Sport",NA,7.5,1202,NA
tt2467046,Left Behind,2014,110,"Action,Drama,Fantasy",NA,3.1,34177,NA
tt2467480,Il principe abusivo,2013,97,Comedy,NA,5.4,1400,NA
tt2468638,Beyond the Edge,2013,90,"Adventure,Documentary,Drama",NA,6.8,1562,NA
tt2468774,Confession of Murder,2012,119,"Action,Thriller",NA,7.1,7281,NA
tt2469210,Steel Butterfly,2012,100,"Crime,Drama,Mystery",NA,6.4,1211,NA
tt2469980,Mirchi,2013,155,"Action,Drama",NA,7.2,3374,NA
tt2471640,The Mountain,2012,90,"Adventure,Drama,Thriller",NA,7.9,17806,NA
tt2472432,Regret!,2013,95,"Drama,Family,Music",NA,7.1,2249,NA
tt2473476,Be Here Now,2015,100,"Biography,Documentary,Drama",NA,8.7,2827,NA
tt2473510,Paranormal Activity: The Ghost Dimension,2015,88,"Horror,Mystery,Thriller",NA,4.6,22693,NA
tt2473602,Get on Up,2014,139,"Biography,Drama,Music",NA,6.9,19205,NA
tt2473682,Paranormal Activity: The Marked Ones,2014,84,"Horror,Mystery,Thriller",NA,5.0,37516,NA
tt2473750,Among the Living,2014,90,"Horror,Thriller",NA,5.4,1807,NA
tt2473794,Mr. Turner,2014,150,"Biography,Drama,History",NA,6.8,22884,NA
tt2474024,The Last Five Years,2014,94,"Comedy,Drama,Musical",NA,5.9,8827,NA
tt2474310,Land of Storms,2014,105,"Drama,Romance,Sport",NA,6.9,3035,NA
tt2474438,Attila Marcel,2013,106,"Comedy,Music",NA,7.0,2560,NA
tt2474932,Despite the Falling Snow,2016,93,"Drama,Mystery,Romance",NA,5.8,1981,NA
tt2474958,Kill Your Friends,2015,103,"Comedy,Crime,Music",NA,6.0,8295,NA
tt2474972,Alien Outpost,2014,90,"Action,Sci-Fi,Thriller",NA,4.7,5929,NA
tt2474976,The Hallow,2015,97,Horror,NA,5.7,14076,NA
tt2475154,Elena,2012,80,"Biography,Documentary,Drama",NA,7.7,1315,NA
tt2476154,Grand Masti,2013,137,"Comedy,Drama,Romance",NA,4.3,5387,NA
tt2476214,Ayalum Njanum Thammil...,2012,160,"Drama,Family,Romance",NA,7.9,2313,NA
tt2477218,Field of Lost Shoes,2015,96,"Action,Drama,War",NA,5.7,1468,NA
tt2479384,How to Be a Man,2013,85,Comedy,NA,6.9,2989,NA
tt2479478,The Ridiculous 6,2015,119,"Comedy,Western",NA,4.8,39596,NA
tt2479800,Palo Alto,2013,100,Drama,NA,6.2,25665,NA
tt2480454,The Grump,2014,102,"Comedy,Drama",NA,6.8,2228,NA
tt2481198,Sunshine on Leith,2013,100,"Comedy,Drama,Musical",NA,6.6,5635,NA
tt2481238,Pussy Riot: A Punk Prayer,2013,88,"Biography,Crime,Documentary",NA,7.0,1797,NA
tt2481248,Doc of the Dead,2014,81,Documentary,NA,6.4,1183,NA
tt2481480,Rob the Mob,2014,104,"Crime,Drama",NA,6.3,10232,NA
tt2481496,Mercy,2014,79,"Horror,Thriller",NA,5.0,4590,NA
tt2481498,"Extremely Wicked, Shockingly Evil and Vile",2019,110,"Biography,Crime,Drama",NA,6.6,52459,NA
tt2481512,"Stockholm, Pennsylvania",2015,99,"Drama,Thriller",NA,6.1,1805,NA
tt2481554,Murder of a Cat,2014,101,"Comedy,Crime,Mystery",NA,5.3,1426,NA
tt2483208,Way of the Wicked,2014,92,"Fantasy,Thriller",NA,3.8,1228,NA
tt2486678,5 to 7,2014,95,"Comedy,Drama,Romance",NA,7.1,17024,NA
tt2486682,The Square,2013,108,"Documentary,News",NA,8.1,8096,NA
tt2486856,You Carry Me,2015,155,"Action,Drama",NA,7.0,1089,NA
tt2488496,Star Wars: Episode VII - The Force Awakens,2015,138,"Action,Adventure,Sci-Fi",NA,8.0,793243,NA
tt2488778,The Keeping Room,2014,95,"Drama,Western",NA,6.0,5768,NA
tt2490326,Cooties,2014,88,"Action,Comedy,Horror",NA,5.7,21082,NA
tt2492916,Muscle Shoals,2013,111,"Biography,Documentary,History",NA,7.7,3292,NA
tt2493486,Last Knights,2015,115,"Action,Drama",NA,6.2,36519,NA
tt2494280,Stretch,2014,94,"Comedy,Crime",NA,6.5,27537,NA
tt2494362,Bone Tomahawk,2015,132,"Drama,Horror,Western",NA,7.1,73037,NA
tt2494384,Aloft,2014,112,Drama,NA,5.3,3049,NA
tt2495104,Parts Per Billion,2014,98,"Drama,Romance,Sci-Fi",NA,4.3,1815,NA
tt2495118,Ip Man: The Final Fight,2013,100,"Action,Biography,Drama",NA,6.2,9773,NA
tt2495980,It's a Fairy!,2016,86,"Comedy,Family,Fantasy",NA,1.8,2556,NA
tt2496972,Little Buddho,2014,96,"Comedy,Crime",NA,6.1,2011,NA
tt2497808,Ambushed,2013,96,"Action,Crime,Drama",NA,3.9,1407,NA
tt2497980,The Lookalike,2014,100,"Crime,Drama,Thriller",NA,5.5,2331,NA
tt2499076,The Crash Reel,2013,108,"Biography,Documentary,Sport",NA,8.2,4553,NA
tt2499414,Best Night Ever,2013,90,Comedy,NA,4.0,2402,NA
tt2499472,Point Blank,2019,86,"Action,Thriller",NA,5.6,8044,NA
tt2503154,The Den,2013,81,"Horror,Mystery,Thriller",NA,6.0,12318,NA
tt2503944,Burnt,2015,101,"Comedy,Drama",NA,6.6,97657,NA
tt2503954,Broken Horses,2015,101,"Action,Crime,Drama",NA,5.6,1980,NA
tt2504022,Narco Cultura,2013,103,Documentary,NA,7.2,2312,NA
tt2504308,Crimes of Passion: Death of a Loved One,2013,89,Crime,NA,5.8,1078,NA
tt2504404,Wolf,2013,122,"Crime,Drama,Thriller",NA,7.3,3286,NA
tt2504640,Garm Wars: The Last Druid,2014,92,"Action,Sci-Fi,Thriller",NA,4.8,1160,NA
tt2505294,Ask Me Anything,2014,100,Drama,NA,6.0,10822,NA
tt2505938,Good Ol' Freda,2013,86,"Biography,Documentary,History",NA,7.3,1742,NA
tt2507128,Birth of the Living Dead,2013,76,Documentary,NA,7.0,1471,NA
tt2507238,Me Him Her,2015,98,"Comedy,Romance",NA,5.4,1368,NA
tt2507280,Mr. Jones,2013,84,"Drama,Horror,Thriller",NA,4.7,3746,NA
tt2507592,An Episode in the Life of an Iron Picker,2013,75,Drama,NA,6.8,1104,NA
tt2508478,Viva l'Italia,2012,100,Comedy,NA,6.3,1117,NA
tt2509850,The Rewrite,2014,107,"Comedy,Romance",NA,6.2,16981,NA
tt2509922,Where the Trail Ends,2012,88,"Adventure,Documentary,Drama",NA,7.7,1164,NA
tt2510028,Frontera,2014,103,"Drama,Thriller,Western",NA,6.6,6946,NA
tt2510268,Blood of Redemption,2013,85,"Action,Crime,Drama",NA,4.4,1430,NA
tt2510434,Alien Abduction,2014,85,"Horror,Sci-Fi,Thriller",NA,4.9,7498,NA
tt2510874,Yamla Pagla Deewana 2,2013,154,"Action,Comedy,Drama",NA,3.4,1635,NA
tt2510894,Hotel Transylvania 2,2015,89,"Animation,Comedy,Family",NA,6.7,94876,NA
tt2511428,Cold Comes the Night,2013,90,"Crime,Drama,Thriller",NA,5.7,8339,NA
tt2511670,Jealousy,2013,77,Drama,NA,6.4,1514,NA
tt2512170,Kenau,2014,113,"Action,Adventure,Drama",NA,6.5,1336,NA
tt2513074,Billy Lynn's Long Halftime Walk,2016,113,"Action,Drama,Thriller",NA,6.2,19382,NA
tt2513092,The Monkey's Paw,2013,91,"Horror,Thriller",NA,4.5,2126,NA
tt2513536,Mannenharten,2013,97,Comedy,NA,5.7,1967,NA
tt2513616,Springsteen & I,2013,124,Documentary,NA,7.3,1468,NA
tt2514338,Jauja,2014,109,"Drama,Fantasy,Western",NA,6.4,3516,NA
tt2515030,Escobar: Paradise Lost,2014,120,"Crime,Drama,History",NA,6.5,19642,NA
tt2515034,The Gunman,2015,115,"Action,Crime,Drama",NA,5.8,36653,NA
tt2515086,One Direction: This Is Us,2013,92,"Documentary,Music",NA,4.1,23031,NA
tt2516280,Dream Team 1935,2012,120,"Comedy,Drama,History",NA,7.9,1483,NA
tt2517044,The Song,2014,116,"Drama,Music,Romance",NA,6.0,2000,NA
tt2517300,The Suicide Theory,2014,98,Drama,NA,6.5,2331,NA
tt2517658,The Canal,2014,92,"Horror,Mystery,Thriller",NA,5.8,12351,NA
tt2518788,1,2013,112,"Documentary,History,Sport",NA,8.0,3497,NA
tt2518848,500 MPH Storm,2013,86,"Action,Adventure,Drama",NA,2.2,1774,NA
tt2518926,Age of Dinosaurs,2013,88,"Action,Adventure,Sci-Fi",NA,2.8,2143,NA
tt2521188,The Mighty Angel,2014,110,Drama,NA,6.9,2099,NA
tt2521436,Preston Castle,2014,83,Horror,NA,6.1,1113,NA
tt2523600,Long Live Freedom,2013,94,"Comedy,Drama",NA,7.0,3976,NA
tt2523832,A Girl Like Her,2015,91,Drama,NA,7.0,6417,NA
tt2524674,Wetlands,2013,109,"Comedy,Drama",NA,5.8,10396,NA
tt2527186,All Cheerleaders Die,2013,89,"Comedy,Fantasy,Horror",NA,5.1,7614,NA
tt2527336,Star Wars: The Last Jedi,2017,152,"Action,Adventure,Fantasy",NA,7.1,473747,NA
tt2528814,God's Not Dead,2014,113,Drama,NA,4.7,38378,NA
tt2531318,The Beatles: Eight Days a Week - The Touring Years,2016,106,"Documentary,Music",NA,7.8,9908,NA
tt2531334,Keep Watching,2017,89,"Horror,Thriller",NA,4.3,3503,NA
tt2531344,Blockers,2018,102,Comedy,NA,6.2,59730,NA
tt2531362,Chariot,2013,87,"Drama,Thriller",NA,5.1,1734,NA
tt2532528,Dirty Wars,2013,87,"Crime,Documentary,Mystery",NA,7.5,8748,NA
tt2534634,The Fencer,2015,99,"Biography,Drama,History",NA,7.2,4118,NA
tt2534660,In the Crosswind,2014,90,"Drama,History",NA,7.6,1293,NA
tt2535470,Wyrmwood: Road of the Dead,2014,98,"Action,Comedy,Horror",NA,6.2,14830,NA
tt2536124,I Survived a Zombie Holocaust,2014,104,"Comedy,Horror",NA,4.9,1029,NA
tt2536428,Smart Ass,2014,90,"Comedy,Drama",NA,5.9,1121,NA
tt2536436,App,2013,75,"Sci-Fi,Thriller",NA,5.5,2300,NA
tt2537176,I Spit on Your Grave 2,2013,106,"Horror,Thriller",NA,5.7,24486,NA
tt2537390,Slow Learners,2015,96,"Comedy,Romance",NA,5.8,2578,NA
tt2538128,100 Degrees Below Zero,2013,89,"Action,Adventure,Drama",NA,2.4,1822,NA
tt2538222,You're Killing Me Susana,2016,100,"Comedy,Drama,Romance",NA,6.5,1492,NA
tt2539482,I Don't Know Whether to Slit My Wrists or Leave Them Long,2013,103,"Comedy,Drama",NA,7.1,1535,NA
tt2542368,Soof,2013,96,"Comedy,Romance",NA,6.6,3033,NA
tt2542406,Vagabond,2013,126,"Drama,History",NA,8.0,1555,NA
tt2543164,Arrival,2016,116,"Drama,Mystery,Sci-Fi",NA,7.9,527538,NA
tt2543336,The Harvest,2013,104,"Drama,Mystery,Thriller",NA,6.1,6545,NA
tt2543472,Wonder,2017,113,"Drama,Family",NA,8.0,115579,NA
tt2543702,By the Gun,2014,110,"Crime,Drama,Thriller",NA,4.8,2544,NA
tt2544074,Identicals,2015,100,"Sci-Fi,Thriller",NA,5.6,2569,NA
tt2544120,The Concubine,2012,122,"Drama,History,Romance",NA,6.1,1263,NA
tt2544734,Bullet,2014,87,"Action,Crime,Thriller",NA,4.6,2950,NA
tt2544766,Admiral,2015,151,"Action,Adventure,Biography",NA,7.0,8129,NA
tt2545118,Blackfish,2013,83,"Documentary,News",NA,8.1,57257,NA
tt2545428,Meru,2015,90,"Action,Adventure,Documentary",NA,7.7,12976,NA
tt2547172,Larry Gaye: Renegade Male Flight Attendant,2015,99,Comedy,NA,4.5,1151,NA
tt2547584,The Light Between Oceans,2016,133,"Drama,Romance",NA,7.2,47256,NA
tt2548208,Poker Night,2014,104,"Crime,Mystery,Thriller",NA,6.3,7417,NA
tt2548396,The Cloverfield Paradox,2018,102,"Drama,Horror,Mystery",NA,5.5,85320,NA
tt2548738,Rich Hill,2014,91,"Biography,Documentary,Drama",NA,7.2,2121,NA
tt2549540,Pokémon the Movie: Kyurem vs. the Sword of Justice,2012,72,"Action,Adventure,Animation",NA,5.5,1004,NA
tt2550858,Antikaci,2015,84,"Drama,Thriller",NA,6.1,1017,NA
tt2551076,Needlessly and Causelessly,2012,74,"Comedy,Drama",NA,6.4,1003,NA
tt2551378,Bullett Raja,2013,138,"Action,Crime,Drama",NA,5.0,3485,NA
tt2551396,Come Back to Me,2014,90,"Fantasy,Horror,Mystery",NA,5.8,4684,NA
tt2552394,Barney Thomson,2015,96,"Comedy,Crime",NA,6.3,4702,NA
tt2552498,Jack the Giant Killer,2013,87,"Action,Fantasy",NA,2.2,1615,NA
tt2553424,The Infinite Man,2014,85,"Comedy,Fantasy,Sci-Fi",NA,6.4,1354,NA
tt2554270,The Tower,2012,121,"Action,Drama",NA,6.6,4574,NA
tt2554274,Crimson Peak,2015,119,"Drama,Fantasy,Horror",NA,6.5,120671,NA
tt2555268,Maidentrip,2013,82,"Adventure,Biography,Documentary",NA,7.5,3512,NA
tt2555302,Matt Shepard Is a Friend of Mine,2014,89,"Biography,Documentary,History",NA,7.5,1408,NA
tt2555736,The Second Best Exotic Marigold Hotel,2015,122,"Comedy,Drama",NA,6.5,29323,NA
tt2555958,Arrambam,2013,157,"Action,Drama,Mystery",NA,7.1,8139,NA
tt2555962,Dance with the Jackals 2,2012,101,Comedy,NA,4.7,2828,NA
tt2556114,Guernica,2016,110,"Drama,History,Romance",NA,5.8,1930,NA
tt2556308,Holiday,2014,160,"Action,Thriller",NA,7.2,23504,NA
tt2556874,Plastic,2014,102,"Action,Comedy,Crime",NA,6.0,7320,NA
tt2556936,No Men Beyond This Point,2015,80,"Comedy,Drama,Sci-Fi",NA,6.3,1363,NA
tt2557256,Iceman,2014,104,"Action,Comedy,History",NA,4.8,3120,NA
tt2557276,Against the Sun,2014,100,"Biography,Drama,War",NA,6.5,4907,NA
tt2557478,Pacific Rim: Uprising,2018,111,"Action,Adventure,Sci-Fi",NA,5.6,92455,NA
tt2557490,A Million Ways to Die in the West,2014,116,"Comedy,Western",NA,6.1,162017,NA
tt2558318,The Last Survivors,2014,95,"Action,Thriller",NA,5.3,3200,NA
tt2560102,Lilting,2014,83,"Drama,Romance",NA,7.2,5401,NA
tt2560792,Skybound,2017,82,"Action,Thriller",NA,5.9,3983,NA
tt2561546,The Town That Dreaded Sundown,2014,86,"Horror,Mystery,Thriller",NA,5.6,12675,NA
tt2561572,Get Hard,2015,100,"Comedy,Crime",NA,6.0,112618,NA
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),2014,119,"Comedy,Drama",NA,7.7,527518,NA
tt2564144,Naduvula Konjam Pakkatha Kaanom,2012,155,"Comedy,Drama",NA,8.2,4114,NA
tt2564706,Television,2012,106,Drama,NA,8.2,4102,NA
tt2567026,Alice Through the Looking Glass,2016,113,"Adventure,Family,Fantasy",NA,6.2,81734,NA
tt2567038,The Frame,2014,127,"Crime,Drama,Fantasy",NA,6.7,2860,NA
tt2567712,Starred Up,2013,106,"Crime,Drama",NA,7.4,39809,NA
tt2568862,Going in Style,2017,96,"Comedy,Crime",NA,6.6,67938,NA
tt2569236,Suddenly,2013,90,"Crime,Thriller",NA,3.5,1385,NA
tt2570414,Blackwood,2014,90,"Horror,Thriller",NA,5.3,1058,NA
tt2570858,The Duke of Burgundy,2014,104,"Drama,Mystery,Romance",NA,6.5,10587,NA
tt2571140,Boss,2013,143,Action,NA,5.1,9610,NA
tt2571502,Les yeux jaunes des crocodiles,2014,118,Drama,NA,6.3,1193,NA
tt2572632,Vendetta,2013,106,"Action,Thriller",NA,5.8,3358,NA
tt2573198,Hal,2013,60,"Animation,Drama,Romance",NA,6.8,1376,NA
tt2573438,G.D.O. BlackCat,2013,97,"Action,Comedy",NA,5.3,4215,NA
tt2573750,Gulaab Gang,2014,139,"Action,Drama",NA,6.1,1966,NA
tt2573858,The Bachelor Weekend,2013,94,Comedy,NA,6.1,4020,NA
tt2574576,Cut Snake,2014,94,Thriller,NA,5.8,1154,NA
tt2574698,Gunday,2014,152,"Action,Drama,Romance",NA,2.3,56589,NA
tt2576450,Besharam,2013,143,"Action,Comedy,Romance",NA,3.6,4965,NA
tt2576522,Nobody's Daughter Haewon,2013,90,"Drama,Romance",NA,6.8,1265,NA
tt2576852,The Tale of The Princess Kaguya,2013,137,"Adventure,Animation,Drama",NA,8.0,29746,NA
tt2577150,Traffic Department,2012,118,"Crime,Drama",NA,7.3,3312,NA
tt2577172,Girl House,2014,99,"Horror,Thriller",NA,5.5,7425,NA
tt2577622,My Boss,2012,160,"Comedy,Family",NA,6.6,1011,NA
tt2577990,Valentine Road,2013,89,Documentary,NA,7.1,1360,NA
tt2578608,Krampus: The Christmas Devil,2013,82,"Action,Horror,Thriller",NA,1.6,1528,NA
tt2580382,The Survivalist,2015,104,"Drama,Sci-Fi,Thriller",NA,6.4,14517,NA
tt2581244,Life After Beth,2014,89,"Comedy,Fantasy,Horror",NA,5.6,18295,NA
tt2582426,Julia,2014,95,"Horror,Thriller",NA,4.5,1547,NA
tt2582496,Me and Earl and the Dying Girl,2015,105,"Comedy,Drama,Romance",NA,7.7,114199,NA
tt2582498,Sweet Virginia,2017,93,"Drama,Thriller",NA,6.2,6290,NA
tt2582500,Shut In,2016,91,"Drama,Mystery,Thriller",NA,4.7,11316,NA
tt2582502,Fathers & Daughters,2015,116,Drama,NA,7.1,21544,NA
tt2582576,Sand Castle,2017,113,"Drama,War",NA,6.3,15673,NA
tt2582782,Hell or High Water,2016,102,"Action,Crime,Drama",NA,7.6,180399,NA
tt2582784,Flower,2017,90,"Comedy,Drama",NA,6.0,5433,NA
tt2582802,Whiplash,2014,106,"Drama,Music",NA,8.5,630320,NA
tt2582846,The Fault in Our Stars,2014,126,"Drama,Romance",NA,7.7,319919,NA
tt2584018,Freedom,2014,94,"Drama,Music",NA,6.1,1382,NA
tt2585562,Pizza,2012,127,"Horror,Thriller",NA,8.0,5836,NA
tt2586118,The Ardennes,2015,96,Drama,NA,6.8,4254,NA
tt2586120,Racer and the Jailbird,2017,130,"Crime,Drama,Romance",NA,6.4,3236,NA
tt2586682,Ask Kirmizi,2013,105,"Action,Drama,Romance",NA,5.1,1386,NA
tt2587914,A Matter of Faith,2014,89,Drama,NA,3.6,1289,NA
tt2589132,Habibie & Ainun,2012,120,"Biography,Drama,Romance",NA,7.6,1629,NA
tt2591814,The Garden of Words,2013,46,"Animation,Drama,Romance",NA,7.5,26955,NA
tt2592336,Whatcha Wearin'?,2012,114,"Comedy,Romance",NA,6.9,1838,NA
tt2592500,"S Novym godom, mamy!",2012,90,"Comedy,Drama",NA,6.4,2322,NA
tt2592614,Resident Evil: The Final Chapter,2016,107,"Action,Horror,Sci-Fi",NA,5.5,76262,NA
tt2592808,Love 911,2012,120,"Comedy,Drama,Romance",NA,6.8,1648,NA
tt2592910,CM101MMXI Fundamentals,2013,139,"Comedy,Documentary",NA,9.2,41866,NA
tt2593224,In the Courtyard,2014,97,"Comedy,Drama",NA,6.3,1195,NA
tt2593392,Alive Inside,2014,78,"Documentary,News",NA,8.2,2818,NA
tt2594950,The Major,2013,99,"Action,Crime,Drama",NA,7.3,2904,NA
tt2597126,Bojhena Shey Bojhena,2012,145,"Comedy,Drama,Romance",NA,7.7,1655,NA
tt2597242,At the Devil's Door,2014,91,Horror,NA,4.8,6580,NA
tt2597718,Three Night Stand,2013,86,"Comedy,Drama",NA,5.6,1770,NA
tt2597760,The Outcasts,2017,95,Comedy,NA,5.5,3171,NA
tt2597768,Come and Find Me,2016,112,Thriller,NA,5.7,6979,NA
tt2597892,Viral,2016,85,"Drama,Horror,Sci-Fi",NA,5.5,7290,NA
tt2599716,Police Story: Lockdown,2013,110,"Action,Crime,Drama",NA,6.1,8241,NA
tt2604346,Quién mató a Bambi?,2013,86,Comedy,NA,5.6,1107,NA
tt2605474,Fe Mahatet masr,2006,102,Comedy,NA,6.1,1479,NA
tt2605480,Wahed men el nas,2007,109,Drama,NA,7.1,2530,NA
tt2608224,The Butterfly's Dream,2013,138,"Biography,Drama,History",NA,7.8,17367,NA
tt2608324,Manhattan Romance,2015,94,"Comedy,Drama,Romance",NA,5.5,1048,NA
tt2608732,TPB AFK: The Pirate Bay Away from Keyboard,2013,85,Documentary,NA,7.5,13053,NA
tt2609218,Ragini MMS 2,2014,119,Horror,NA,3.8,2497,NA
tt2609222,The French Minister,2013,113,Comedy,NA,6.4,2942,NA
tt2609758,A Madea Christmas,2013,100,"Comedy,Drama,Romance",NA,4.8,5518,NA
tt2609912,Kevin Hart: Let Me Explain,2013,75,"Comedy,Documentary",NA,6.8,7960,NA
tt2610768,Celal and Ceren,2013,114,"Comedy,Romance",NA,2.7,40150,NA
tt2611026,The Hornet's Nest,2014,93,"Action,Documentary,History",NA,6.6,2117,NA
tt2611390,Difret,2014,99,"Biography,Crime,Drama",NA,6.8,1140,NA
tt2611626,Force of Execution,2013,99,"Action,Crime",NA,4.4,2803,NA
tt2611652,Virgin Mountain,2015,94,Drama,NA,7.5,6649,NA
tt2614684,'71,2014,99,"Action,Crime,Drama",NA,7.2,46642,NA
tt2614722,Umrika,2015,98,"Comedy,Drama",NA,6.6,1009,NA
tt2614860,Marina,2013,118,"Biography,Drama,Music",NA,7.2,3133,NA
tt2615584,Phata Poster Nikhla Hero,2013,146,"Action,Comedy",NA,4.8,3924,NA
tt2616810,Blind,2014,96,Drama,NA,6.9,6605,NA
tt2617676,Thalaivaa,2013,182,"Action,Drama,Thriller",NA,6.1,7387,NA
tt2617828,Free Fall,2013,100,"Drama,Romance",NA,7.6,16267,NA
tt2619512,The Big Take,2018,83,Thriller,NA,6.1,1617,NA
tt2620590,Leatherface,2017,90,"Crime,Horror,Thriller",NA,5.0,16939,NA
tt2620736,Jug Face,2013,81,"Drama,Horror,Thriller",NA,5.2,6359,NA
tt2621000,Jolly LLB,2013,135,"Comedy,Drama",NA,7.5,14881,NA
